CEEFBC3E	animData.bin
05053AB6	pokemon_l_657.bch
07002DC6	pokemon_l_658.bch
6F0B1BEE	pokemon_l_659.bch
F9F28768	pokemon_l_660.bch
FA24DC08	pokemon_l_661.bch
523AE058	pokemon_l_662.bch
4CF4EE98	pokemon_l_663.bch
E1B8BAA0	pokemon_l_664.bch
E7B60D80	pokemon_l_665.bch
E5B69F10	pokemon_l_666.bch
5EA60AF4	pokemon_l_666_01.bch
D933F2AC	pokemon_l_666_02.bch
4A8A9608	pokemon_l_666_03.bch
48BC7DE4	pokemon_l_666_04.bch
46A640C8	pokemon_l_666_05.bch
E4C92D70	pokemon_l_666_06.bch
E6ABF1A8	pokemon_l_666_07.bch
09D69BB0	pokemon_l_666_08.bch
FBDB6E38	pokemon_l_666_09.bch
B01C94D0	pokemon_l_666_10.bch
B2E61E84	pokemon_l_666_11.bch
7CBB26BC	pokemon_l_666_12.bch
DEBB3D00	pokemon_l_666_13.bch
D8FC004C	pokemon_l_666_14.bch
DAE222E8	pokemon_l_666_15.bch
71E7D592	pokemon_l_666_16.bch
6FD481CE	pokemon_l_666_17.bch
DBB4AD20	pokemon_l_667.bch
0A79DB98	pokemon_l_668.bch
54704B78	pokemon_l_668_01.bch
0C761F70	pokemon_l_669.bch
65C58C7E	pokemon_l_669_01.bch
6E2EB51A	pokemon_l_669_02.bch
700B647A	pokemon_l_669_03.bch
4BED2E4E	pokemon_l_669_04.bch
7D177AE2	pokemon_l_670.bch
03168480	pokemon_l_670_01.bch
4EE33B5E	pokemon_l_670_02.bch
50F680C2	pokemon_l_670_03.bch
AA8725A6	pokemon_l_670_04.bch
6319A646	pokemon_l_671.bch
FD3BA8EA	pokemon_l_671_01.bch
BEFDCECC	pokemon_l_671_02.bch
4016BDE4	pokemon_l_671_03.bch
B27086A4	pokemon_l_671_04.bch
3092B49A	pokemon_l_672.bch
3618EFD6	pokemon_l_673.bch
0E19DB66	pokemon_l_674.bch
0FFBC372	pokemon_l_675.bch
094228AE	pokemon_l_676.bch
827CD078	pokemon_l_676_01.bch
6D6C527C	pokemon_l_676_02.bch
9EE1DE64	pokemon_l_676_03.bch
F8D4A448	pokemon_l_676_04.bch
9ADD9A3C	pokemon_l_676_05.bch
8472B088	pokemon_l_676_06.bch
96B4E38A	pokemon_l_676_07.bch
9B43D236	pokemon_l_676_08.bch
FD7B160A	pokemon_l_676_09.bch
0B541FF2	pokemon_l_677.bch
06D641B6	pokemon_l_678.bch
8DC21734	pokemon_l_678_01.bch
61FC53B2	pokemon_l_679.bch
0F7F5DF4	pokemon_l_680.bch
74DAC89C	pokemon_l_681.bch
47C1C870	pokemon_l_681_01.bch
E3D15C4C	pokemon_l_682.bch
096561F4	pokemon_l_683.bch
8E287754	pokemon_l_684.bch
8C36714C	pokemon_l_685.bch
F272100C	pokemon_l_686.bch
F86C2E34	pokemon_l_687.bch
C907B612	pokemon_l_688.bch
C760A85E	pokemon_l_689.bch
38400A00	pokemon_l_690.bch
CE569D08	pokemon_l_691.bch
5339E438	pokemon_l_692.bch
5953F750	pokemon_l_693.bch
47A0FA36	pokemon_l_694.bch
41AA59EA	pokemon_l_695.bch
0A1627DE	pokemon_l_696.bch
460CBDEA	pokemon_l_697.bch
AF785506	pokemon_l_698.bch
A996EAEA	pokemon_l_699.bch
2BAF4F08	pokemon_l_700.bch
2DB53D10	pokemon_l_701.bch
2ABD6E4A	pokemon_l_702.bch
2CDB3CDE	pokemon_l_703.bch
2ED96D5A	pokemon_l_704.bch
D0D75916	pokemon_l_705.bch
FAD05D3E	pokemon_l_706.bch
C3DC7A52	pokemon_l_707.bch
99ED676E	pokemon_l_708.bch
97FB093A	pokemon_l_709.bch
552C90AE	pokemon_l_710.bch
DB34D5E6	pokemon_l_710_01.bch
A5090982	pokemon_l_710_02.bch
8CB7B936	pokemon_l_710_03.bch
53128B72	pokemon_l_711.bch
03F9B812	pokemon_l_711_01.bch
0D338FEA	pokemon_l_711_02.bch
6E85EF1A	pokemon_l_711_03.bch
829C1396	pokemon_l_712.bch
B8723DE2	pokemon_l_713.bch
BEBD00EE	pokemon_l_714.bch
A4EFB302	pokemon_l_715.bch
DF7D8D80	pokemon_l_716.bch
04D3F2E2	pokemon_l_716.bch
6303D7D4	pokemon_l_717.bch
2A74E9A6	pokemon_l_717.bch
60DA8658	pokemon_l_718.bch
316918FA	pokemon_l_718.bch
069CCF06	pokemon_l_719.bch
998C1D56	Pokemon128.arc
52F9040E	pokemonAbility.bin
7DA6863E	pokemonAttack.bin
FD129AE2	pokemonData.bin
97A0A582	PokemonGet.arc
90072FA2	PokemonInfo.arc
74BF771E	pokemonLevel.bin
B28FE072	PokemonList.arc
A07E4238	PokemonListPlate.arc
7042A84C	PokemonListSearch.arc
C53E480A	PokemonListSearchDown.arc
CED0163E	pokemonSet.bin
5C22F608	pokemonStatusEffect.bin
1514C6E0	pokemonType.bin
C3D63D42	PowerUpDown.arc
E55102E0	Puzzle.arc
A89C097C	puzzleability.gmb
DE266EA8	puzzleboss.gmb
E36661E4	puzzleconfig.gmb
4B9639CE	puzzlecore.gmb
84352C96	puzzleCoreSpeed.bin
53732A24	puzzleeffects.gmb
22B2B144	PuzzleGrid.arc
C9A4D1B2	PuzzleGridInfo.arc
6CF4DFB4	puzzleitem.gmb
17D5277E	puzzlemegaevolved.gmb
9C6C90F8	PuzzleOrangeStageNum.arc
AFC51736	puzzleplayer.gmb
82C75AE4	puzzletutorial.gmb
C0CBDBFE	Ranking.arc
D6A9EDF6	ranking.gmb
249885E6	RankingNumber.arc
24715292	RankingPokemon.arc
82AAA990	reset_puzzle.bch
81244FD6	Result.arc
FB31D538	runaway_enemy.bch
5E386F36	serialCode.bin
451E06C0	shadow_enemy.bch
DC801EA0	Shop.arc
9FB886C0	ShopChargeButton.arc
CD7389E2	ShopPlate.arc
BE879502	st_burn.bch
1E3534AC	st_fear.bch
AB362A6E	st_freeze.bch
542E5E58	st_paralyze.bch
05DBC042	st_sleep.bch
E550F7D6	stage.gmb
02B95A9C	StageDetails.arc
5CE6EB30	StageDetailsNumber.arc
80091B06	StagePlate.arc
965C9A84	StagePlate_FR.arc
14C281D4	StagePlate_GE.arc
D638F8C0	StagePlate_IT.arc
59854672	StagePlate_SP.arc
D6AEE6D0	StagePlate_UK.arc
6ED01036	StagePlate_US.arc
A00E69EA	StagePlateRoad.arc
66B5AC3C	StageRoute.arc
4F933A54	StageScrollArrow.arc
426AD89A	StageSelect.arc
7FFF6126	StreetPass.arc
26D2116C	StreetPassPlate.arc
8E696D30	StreetPassPokemon.arc
B0FA6D14	Support.arc
C957CAD0	table.gmb
DCBF970C	tahoma.bcfnt
D48F4A20	Title.arc
6C0C304E	TouchMark.arc
6736A6DE	track_bug.ptcl
31471632	track_bug_mega.ptcl
77C06FF2	track_dark.ptcl
EB849582	track_dark_mega.ptcl
C09BEE3E	track_dragon.ptcl
B9801730	track_dragon_mega.ptcl
02CB8676	track_electric.ptcl
8D39B598	track_electric_mega.ptcl
7918FF98	track_fairy.ptcl
146E669A	track_fairy_mega.ptcl
4FB6E26C	track_fighting.ptcl
6751442E	track_fighting_mega.ptcl
AD9A5466	track_fire.ptcl
C1F258F6	track_fire_mega.ptcl
8F3DDF92	track_flying.ptcl
79E172C0	track_flying_mega.ptcl
E6363410	track_ghost.ptcl
C56450A4	track_ghost_mega.ptcl
7C4C0770	track_grass.ptcl
5FC6F3E4	track_grass_mega.ptcl
ED1AF82A	track_ground.ptcl
B18D2D0E	track_ground_mega.ptcl
91E4ED6C	track_ice.ptcl
38DC6972	track_ice_mega.ptcl
8469F94E	track_normal.ptcl
8863078C	track_normal_mega.ptcl
49037CFC	track_poison.ptcl
BF54D852	track_poison_mega.ptcl
70A149F0	track_psychic.ptcl
A8AE5670	track_psychic_mega.ptcl
4D61A50E	track_rock.ptcl
C776E94A	track_rock_mega.ptcl
A12AE786	track_steel.ptcl
0EC6B200	track_steel_mega.ptcl
FD711B30	track_water.ptcl
F68CFF2C	track_water_mega.ptcl
F713FFFC	Trainer00.arc
84A025FC	Trainer01.arc
86DB67A4	Trainer02.arc
BB20026C	Trainer03.arc
B9372F34	Trainer04.arc
F15F739C	Trainer05.arc
F30D6B70	Trainer06.arc
2DC12DB6	Tutorial.arc
7A270E0C	tutorial_ItemSelect_002.gmb
E2221664	tutorial_ItemSelect_005.gmb
3686FB74	tutorial_ItemSelect_007.gmb
3028E778	tutorial_ItemSelect_008.gmb
A5BC9CD8	tutorial_itemSet_Normal.gmb
A0C3CD54	tutorial_itemShop_009.gmb
D3750986	tutorial_pokemonEdit_002.gmb
BE5B8B62	tutorial_pokemonGet_001.gmb
4A1E2702	tutorial_pokemonGet_003.gmb
E9FFAC78	tutorial_stageDetails_001.gmb
EA67C7C4	tutorial_stageDetails_002.gmb
5C113FBC	tutorial_stageDetails_004.gmb
10A27350	tutorial_stageDetails_005.gmb
DE44B7FC	tutorial_stageDetails_007.gmb
01BEA5B4	tutorial_stageDetails_008.gmb
933938D0	tutorial_stageDetails_011.gmb
58C2512E	tutorial_stageDetails_Normal.gmb
B01BC49E	tutorial_stageResult_001.gmb
51B4A20A	tutorial_stageResult_002.gmb
87763272	tutorial_stageResult_004.gmb
4C1CC81E	tutorial_stageSelect_001.gmb
4FE12412	tutorial_stageSelect_002.gmb
83961DA2	tutorial_stageSelect_004.gmb
99AF376E	tutorial_stageSelect_005.gmb
AEE0496E	tutorial_stageSelect_007.gmb
46B76490	tutorial_stageSelect_008.gmb
98519A4C	tutorial_stageSelect_009.gmb
B455FFDC	tutorial_stageSelect_010.gmb
F44FE3BE	UpdatingMark.arc
